51.2876146 6.7667912 37.6213129 -122.3789554
37.6213129 -122.3789554 51.2876146 6.7667912
51.61319229999999 8.6177355 53.3588026 -2.2727303
53.3588026 -2.2727303 51.61319229999999 8.6177355
59.6497622 17.9237807 60.1975501 11.1004152
60.1975501 11.1004152 59.6497622 17.9237807
58.78902009999999 16.9153649 52.38544109999999 13.5216148
52.38544109999999 13.5216148 58.78902009999999 16.9153649
51.6032837 6.1406806 58.78902009999999 16.9153649
58.78902009999999 16.9153649 51.6032837 6.1406806
58.78902009999999 16.9153649 51.6032837 6.1406806
51.6032837 6.1406806 58.78902009999999 16.9153649
58.78902009999999 16.9153649 51.6032837 6.1406806
51.6032837 6.1406806 58.78902009999999 16.9153649
58.78902009999999 16.9153649 51.6032837 6.1406806
51.6032837 6.1406806 58.78902009999999 16.9153649
58.78902009999999 16.9153649 51.6032837 6.1406806
51.6032837 6.1406806 58.78902009999999 16.9153649
58.78902009999999 16.9153649 51.6032837 6.1406806
50.8707168 7.140734399999999 49.0096906 2.5479245
49.0096906 2.5479245 19.4360762 -99.07190829999999
19.4360762 -99.07190829999999 49.0096906 2.5479245
49.0096906 2.5479245 50.8707168 7.140734399999999
51.6032837 6.1406806 58.78902009999999 16.9153649
59.6497622 17.9237807 40.9829888 28.8104425
40.9829888 28.8104425 59.6497622 17.9237807
58.78902009999999 16.9153649 51.6032837 6.1406806
51.6032837 6.1406806 58.78902009999999 16.9153649
59.6497622 17.9237807 52.5588327 13.2884374
52.5588327 13.2884374 50.0379326 8.562151799999999
50.0379326 8.562151799999999 59.6497622 17.9237807
51.517329 7.612002 54.6380366 25.2865584
54.9670001 24.0735751 58.78902009999999 16.9153649
58.78902009999999 16.9153649 51.6032837 6.1406806
51.6032837 6.1406806 58.78902009999999 16.9153649
58.40744189999999 15.657141 52.3105386 4.7682744
52.3105386 4.7682744 38.9531162 -77.45653879999999
58.40744189999999 15.657141 52.3105386 4.7682744
38.851242 -77.04023149999999 42.2161722 -83.3553842
42.2161722 -83.3553842 47.4502499 -122.3088165
47.4502499 -122.3088165 52.3105386 4.7682744
52.3105386 4.7682744 58.40744189999999 15.657141
58.78902009999999 16.9153649 51.6032837 6.1406806
